#Atomic force vectors for each finite displacement, the unit is hartree/bohr.
-0.00109658 0.00748251 0.00000000
-0.00173811 -0.00350105 0.00000001
0.00287079 -0.00439798 0.00000000
0.00000005 0.00664101 0.00000001
-0.00196450 -0.00355589 0.00000001
0.00196445 -0.00355585 0.00000000
0.00000005 0.00748823 0.00001951
-0.00230587 -0.00395126 0.00000735
0.00230582 -0.00395122 0.00000734
0.00056529 0.00782296 0.00000001
-0.00292547 -0.00434369 0.00000001
0.00236228 -0.00389696 0.00000000
0.00044750 0.00787861 0.00000000
-0.00269871 -0.00432882 0.00000001
0.00225160 -0.00396726 0.00000000
0.00000041 0.00748445 0.00000735
-0.00230596 -0.00395126 -0.00000262
0.00230555 -0.00395092 -0.00000182
0.00056754 0.00714266 0.00000000
-0.00224867 -0.00400501 0.00000001
0.00168323 -0.00355545 0.00000000
-0.00044740 0.00787860 0.00000001
-0.00225164 -0.00396731 0.00000001
0.00269866 -0.00432878 0.00000000
-0.00000032 0.00748445 0.00000735
-0.00230559 -0.00395097 -0.00000182
0.00230591 -0.00395122 -0.00000262
0.00109668 0.00748250 0.00000001
-0.00287084 -0.00439802 0.00000001
0.00173806 -0.00350101 0.00000000
0.00000005 0.00831794 0.00000000
-0.00264480 -0.00434541 0.00000001
0.00264475 -0.00434536 0.00000000
0.00000005 0.00748821 -0.00001951
-0.00230586 -0.00395125 -0.00000733
0.00230582 -0.00395121 -0.00000734
-0.00056744 0.00714266 0.00000000
-0.00168328 -0.00355549 0.00000001
0.00224862 -0.00400497 0.00000000
-0.00044947 0.00708909 0.00000001
-0.00191051 -0.00357260 0.00000001
0.00235960 -0.00393460 0.00000000
0.00000042 0.00748445 -0.00000734
-0.00230596 -0.00395126 0.00000264
0.00230555 -0.00395093 0.00000183
-0.00056519 0.00782296 0.00000001
-0.00236233 -0.00389701 0.00000001
0.00292543 -0.00434364 0.00000000
0.00044957 0.00708909 0.00000000
-0.00235965 -0.00393464 0.00000001
0.00191047 -0.00357256 0.00000000
-0.00000032 0.00748445 -0.00000734
-0.00230559 -0.00395097 0.00000183
0.00230591 -0.00395122 0.00000263
